Title,Lyric,Valence,Arousal
fairly local,"Uh, I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
I'm evil to the core, what I shouldn't do I will
They say I'm emotional, what I want to save I'll kill
Is that who I truly am? I truly don't have a chance
Tomorrow I'll keep a beat and repeat yesterday's dance

Yo, this song will never be on the radio
Even if my clique were to pick and the people were to vote
It's the few, the proud, and the emotional
Yo, you, bulletproof in black like a funeral
The world around us is burnin' but we're so cold
It's the few, the proud, and the emotional

Uh, I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
I'm not evil to the core, what I shouldn't do I will fight
I know I'm emotional, what I wanna save I will try
I know who I truly am, I truly do have a chance
Tomorrow I'll switch the beat to avoid yesterday's dance
Yo, this song will never be on the radio
Even if my clique were to pick and the people were to vote
It's the few, the proud, and the emotional
Yo, you, bulletproof in black like a funeral
The world around us is burnin' but we're so cold
It's the few, the proud, and the emotional

I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh


(Yeah-uh!) I'm fairly local, I've been around
I've seen the streets (I've seen the streets) you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh, yeah!
I'm fairly local, good people now
Oh oh oh oh oh oh oh, good people now
Oh oh oh oh oh oh oh, good people now
Oh oh oh oh oh oh oh215EmbedShare URLCopyEmbedCopy",5.79,4.5375
doubt,"Scared of my own image, scared of my own immaturity
Scared of my own ceiling, scared I'll die of uncertainty
Fear might be the death of me, fear leads to anxiety
Don’t know what’s inside of me

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no

Temperature is dropping, temperature is dropping
I'm not sure if I can see this ever stopping
Shaking hands with the dark parts of my thoughts, no
You are all that I’ve got, no

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no, no, no, no

Gnawing on the bishops, claw our way up their system
Repeating simple phrases, someone holy insisted
Want the markings made on my skin
To mean something to me again
Hope you haven't left without me
Hope you haven't left without me, please
Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no
Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you
No good without you, no, no, no, no

Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no106EmbedShare URLCopyEmbedCopy",4.9,5.507058823529411
the hype,"Sometimes I feel cold, even paralyzed
My interior world needs to sanitize
I've got to step through or I’ll dissipate
I'll record my step through for my basement tapes

Nice to know my kind will be on my side
I don't believe the hype
And you know you’re a terrible sight
But you'll be just fine
Just don't believe the hype

Yeah, they might be talking behind your head
Your exterior world can step off instead
It might take some friends and a warmer shirt
But you don't get thick skin without getting burnt

Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
(Take me with you)
(We’re gonna rely pretty heavily
On technology
And energy
To cover up the fact that we’re only two people
But I think we can do it)
No, I don't know which way I’m going
But I can hear my way around
No, I don't know which way I'm going
But I can hear my way around
No, I don't know which way I’m going
But I can hear my way around
No, I don't know which way I'm going
But I can hear my way around
But I can hear my way around

Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
(Don't believe the hype)
Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype73EmbedShare URLCopyEmbedCopy",5.0,5.28
jolene,"Cocaine flame in my bloodstream
Sold my coat when I hit Spokane
Bought myself a hard pack of cigarettes in the early morning rain
Lately my hands they don't feel like mine
My eyes been stung with dust, I'm blind
Held you in my arms one time
Lost you just the same

Jolene
I ain't about to go straight
It's too late

I found myself face down in the ditch
Booze on my hair
Blood on my lips
A picture of you, holding a picture of me
In the pocket of my blue jeans
Still don't know what love means
Still don't know what love means
Jolene
Ah, La, La, La, La, La
Jolene
Been so long since I seen your face
Or felt a part of this human race
I've been living out of this here suitcase for way too long
A man needs something he can hold onto
A nine pound hammer or a woman like you
Either one of them things will do

Jolene
I ain't about to go straight
It's too late

I found myself face down in the ditch
Booze in my hair
Blood on my lips
A picture of you, holding a picture of me
In the pocket of my blue jeans
Still don't know what love means
Still don't know what love means
Jolene
La, La, La, La, La, La, La
Jolene
La, La, La, La, La, La, La
Jolene6EmbedShare URLCopyEmbedCopy",4.503333333333333,2.043333333333333
let it be me,"There comes a time
A time in everyone's life
When nothing seems to go your way
Where nothing seems to turn out right
There may come a time
You just can't seem to find your place
And for every door you open
Seems like you get two slammed in your face

That's when you need someone
Someone that you, you can call
When all your faith is gone
It feels like you can't go on

Let it be me
Let it be me
If it's a friend you need
Let it be me
Let it be me

When it feels like you're always comin' up last
Pockets full of nothin' ain't got no cash
No matter where you turn
You ain't got no place to stand
You reach out for something and they slap your hand
I remember all too well
Just how it feels to be all alone
To feel like you'd give anything
For just a little place you can call your own

That's when you need someone
Someone that you can call
When all your faith is gone
And it feels like you can't go on

Let it be me
Let it be me
If it's a friend you need
Let it be me
Let it be meEmbedShare URLCopyEmbedCopy",7.0200000000000005,4.3133333333333335
trouble,"Trouble
Trouble, trouble, trouble, trouble
Trouble been dogging my soul since the day I was born
Worry
Worry, worry, worry, worry
Worry just will not seem to leave my mind alone

Well, I've been
Saved by a woman
I've been
Saved by a woman
I've been
Saved by a woman
She won't let me go
She won't let me go, no
She won't let me go, no, no...

Trouble
Oh, trouble, trouble, trouble, trouble
Feels like every time I get back on my feet she come around and knock me down again
Worry
Oh, worry, worry, worry, worry
Sometimes I swear it feels like this worry
Is my only friend
Well, I've been
Saved by a woman
I've been
Saved by a woman
I've been
Saved by a woman
She won't let me go
She won't let me go, no
She won't let me go, no, no...

Oh, ah
Oh, ah
She good to me now
She give me love and affection
Say, she good to me now
She give me love and affection
I said I love her
Yes, I love her
I said I love her
I said I love
She good to me now
She good to me
She good to me2EmbedShare URLCopyEmbedCopy",3.44,5.63
empty,"She lifts her skirt up to her knees
Walks through the garden rows with her bare feet, laughing
I never learned to count my blessings
I choose instead to dwell in my disasters
I walk on down the hill
Through grass, grown tall and brown
And still its hard somehow to let go of my pain
On past the busted back of that
Old and rusted Cadillac
That sinks into this field, collecting rain
Will I always feel this way?
So empty, so estranged
And of these cut-throat busted sunsets
These cold and damp white mornings, I have grown weary
If through my cracked and dusted dime store lips
I spoke these words out loud would no one hear me?
Lay your blouse across the chair
Let fall the flowers from from your hair
And kiss me with that country mouth, so plain
Outside, the rain is tapping on the leaves
To me it sounds like they're applauding us
The the quiet love we made
Will I always feel this way?
So empty, so estranged
Well, I looked my demons in the eyes
Laid bare my chest, said ""Do your best, destroy me
You see, I've been to hell and back so many times
I must admit you kind of bore me.""
There's a lot of things that can kill a man
There's a lot of ways to die
Listen, some already did that, walked beside me
There's a lot of things I don't understand
Why so many people lie
It's the hurt I hide that fuels the fire inside me
Will I always feel this way?
So empty, so estranged7EmbedShare URLCopyEmbedCopy",4.86,3.11
hold you in my arms,"When you came to me with your bad dreams and your fears
It was easy to see that you'd been crying
Seems like everywhere you turn catastrophe reigns
But who really profits from the dying?

I could hold you in my arms
I could hold you forever
I could hold you in my arms, oh
I could hold you forever

When you kissed my lips with my mouth so full of questions
My worried mind that you quiet
Place your hands on my face
Close my eyes and say
Love is a poor man's food
With no proper side

I could hold you in my arms
I could hold you forever
And I could hold you in my arms, oh
I could hold you forever

So now we see how it is
This fist begets the spear
Weapons of war
Symptoms of madness
Don't let your eyes refuse to see
Don't let your ears refuse to hear
Or you ain't never going to shake this sense of sadness

I could hold you in my arms
I could hold on forever
And I could hold you in my arms, oh
I could hold on foreverEmbedShare URLCopyEmbedCopy",6.682988505747128,4.043103448275863
you are the best thing,"Baby
It's been a long day, baby
Things ain't been going my way
You know I need you here
To clear my mind
All the time
And baby
The way you move me, it's crazy
It's like you see right through me and make it easier
And believe me, you don't even have to try
Oh, because

You are the best thing
You are the best thing
You are the best thing
That ever happened to me

Baby
We've come a long way
Baby
You know I hope and I pray that you believe me
When I say this love will never fade away
Oh, because
You are the best thing
You are the best thing
You are the best thing
That ever happened to me

Both of us have know love before
To come on up promising like the spring, to walk on out the door
Our hearts are strong and our hearts are kind
Let me tell you just exactly what is on my mind

You are the best thing
You are the best thing
You are the best thing
That ever happened to me
You are the best thing
You are the best thing
You are the best thing
That ever happened to me
Yeah, yeah
Yeah, yeah, yeah
Now, now, now, now2EmbedShare URLCopyEmbedCopy",6.958111111111111,3.804222222222223
shelter,"I guess you don't need it
I guess you don't want me to repeat it
But everything I have to give I'll give to you
It's not like we planned it
You tried to stay, but you could not stand it
To see me shut down slow as though it was an easy thing to do
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me, my love
And I, I will shelter you
I will shelter you
I left you heartbroken
But not until those very words were spoken
Has anybody ever made such a fool outta you
It's hard to believe it
Even as my eyes do see it
The very things that make you live, they're killing you
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me, my love
And I, I will shelter you
I will shelter you
I will shelter you
I will shelter you
I will shelter you
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me my love
And I, I will shelter you
If you shelter me too
I will shelter you
I will shelter you1EmbedShare URLCopyEmbedCopy",6.019642857142857,6.501785714285714
burn,"Oh mama don't walk away
I'm a goddamn sore loser
I ain't too proud to say
That I'm still thinking 'bout you
And I'm so lonesome without you
And I can't get you out of my mind
Oh mama don't leave me alone
With my soul shut down so tight
Just like a stone cold tomb
Ain't it clear when I'm near you
I'm just dying to hear you
Calling my name one more time
Oh so don't pay no mind
To my watering eyes
Must be something in the air
That I'm breathing
Yes and try to ignore
All this blood on the floor
It's just this heart on my sleeve that's bleeding
Oh mama don't walk away
You leave me here bereaving
From the words so hard and plain
Saying the love that we had
Was just selfish and sad
Yes but to see you now with him
Is just making me mad
Oh so kiss him again
Just to prove to me that you can
I will stand here
And burn in my skin
Yes I will stand here
And burn in my skinEmbedShare URLCopyEmbedCopy",3.26,5.75
lesson learned,"Well, the truth it fell so heavy
Like a hammer through the room
That I could choose another over her
You always said I was an actor, baby
Guess in truth you thought me just amateur
That you never saw the signs
That you never lost your grip
Oh, come on now
That's such a childish claim
Now I wear the brand of traitor
Don't it seem a bit absurd
When it's clear I was so obviously framed
When it's clear I was so obviously framed
Now you act so surprised
To hear what you already know
And all you really had to do was ask
I'd have told you straight away
All those lies were truth
And all that was false was fact
Now you hold me close and hard
But I was like a statue at most
Refusing to acknowledge you'd been hurt
Now you're clawing at my throat
And you're crying all is lost
But your tears they fell so hot upon my shirt
But your tears they fell so hot upon my shirt
Well, the truth it fell so heavy
Like a hammer through the room
That I could choose another over her
You always said I was an actor, baby
Guess in truth you thought me just amateur
Was it you who told me once
Now looking back it seems so real
That all our mistakes are merely grist for the mill
So why is it now after I had my fill
That you steal from me the sorrow that I've earned
Shall we call this a lesson learned?
Shall we call this a lesson learned?1EmbedShare URLCopyEmbedCopy",4.8933333333333335,3.243333333333333
hannah,"I lost all of my vanity
When I peered into the pool
I lost all of my innocence
When I fell in love with you
I never knew a man could fall so far until I landed here
Where all of my wounds, they turned into gold
When I kissed your hair

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Ask her why she cries so loud
Will not say a word
Eyes like ice and hands that shake
She takes what she deserves
To celebrate the emptiness
Of a cold and lonely room
Sweep the floor with your long flowered dress
If you cannot find a broom

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me
She's got hair that flows right down, right down
To the backs of her knees
Her Papa, he was a preaching man
And the Lord is hard to please
So she comes down from the Ozark Hills to these
Very streets to roam
With a banjo and a bible
And a fine tooth comb

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Now, I'd walk one mile on just broken glass
To fall down at your feet
Mm-mm, my Hannah
You're the queen of the street
I climbed the tree with my Hannah Lee
My intentions, they were pure
But the breeze did whip and I lost my grip
And I tumbled towards the earth
Where you never would guess who it was that stood below
His name I will never tell
But His eyes were clear
His arms were strong
He caught me as I fell
Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Now, I'd walk one mile on broken glass
To fall down at your feet
Mm-mm, my Hannah, you're the queen of the street
The queen of the streetEmbedShare URLCopyEmbedCopy",7.767872340425531,4.867872340425532
all the wild horses,"All the wild horses
All the wild horses
Tethered with tears in their eyes
May no man's touch ever tame you
May no man's reigns ever chain you
And may no man's weight ever lay afraid your soul
And as for the clouds
Just let them roll
Roll away
Roll away
As for the clouds
Just let them roll
Roll away
Roll awayEmbedShare URLCopyEmbedCopy",5.834367816091953,3.351379310344827
strong enough,"I was raised up by my mama alone
Worked herself into the grave
Tryna make us a home
She never left South Carolina
No, nah
Our old man didn't stick around to see me grown
He was long gone 'fore the coffee got cold
Wouldn't even know where to find him

Woah, oh-oh-oh
Wasn't strong enough
Woah, oh-oh-oh
He wasn't strong enough
Alright, alright, alright, alright

I left home with nothing but a dream I had
All I own I could roll up in a paper bag
Getting out of South Carolina
Alright
I've been told there's gold in this land
All I know is what I hold in my own two hands
If it's out there I'm gonna find it
Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Am I strong enough?

Everywhere you turn there's another man slamming doors
Looking at you like he wouldn't even let you sweep his floors

I was raised up by my mama on her own
Worked herself into the grave
Tryna make us a home
Never left South Carolina
I left home with nothing but a dream I had
All I own I could hold in a paper bag
Getting out of South Carolina

Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Tell me, am I strong enough?
Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Tell me, am I strong enough?
Am I strong enough?
Am I strong enough?
Am I strong enough?
Am I strong enough?

Oh, tell me
Am I strong enough?
Oh, got to tell me
Am I strong enough?
Oh, tell me
Am I strong enough?EmbedShare URLCopyEmbedCopy",7.6,5.994999999999999
i still care for you,"Hear me out, day follows today
Light turns to clay in my hands
How to explain so pristine the pain
Kindness made the cut so clean

I still care for you
I still care for you
I still care for you

Hear me out, you wanted me to be
Less your lover than a mirror
Can't you see what you mean to me?
Even promises may bleed

I still care for you
I still care for you
I still care for you

The hours grow heavy and hollow
Cruel as a grave
Open me and you'll find
Only bones burned to glass
I still care for you
I still care for you
I still care for you1EmbedShare URLCopyEmbedCopy",5.556820083682009,3.865397489539748
sarah,"When we first met we were kids
We were wild, we were restless
After a while, I grew coarse
I grew cold, I grew reckless
I hold this memory
I've pulled you so close to me
Whispered ""will we always have this?""
Lately it feels like I'm sleeping
And I just can't wake up
Pacing the floor, want to call, but I can't
So I hang up
Sharing a seat on the train
With a lady who's crying
Has ruined her make up
Now I see just how young, how scared I was
My eyes closed tight, throwing punch after punch
At the world
Sarah, is it ever gonna be the same?
Sarah, is it ever gonna be the same?
Said goodbye to all the places I used to go
I said goodbye to all the faces I used to know
Nothing lasts forever
I guess by now I should know
I should know
There ain't a thing I can say
That will ever repair it
And you who had so much advice
And yet couldn't share
Maybe someday we will look back
On this and we'll smile
But right now I can't bear it
Now I see just how young, how scared I was
Eyes closed tight, throwing punch after punch
At the world
Sarah, is it ever gonna be the same?
Sarah, is it ever gonna be the same?1EmbedShare URLCopyEmbedCopy",4.9376,4.8144
supernova,"Zoe you and me we've been hanging out now
Ever since we were kids, just kicking around
This town
Zoe you know me and I don't back down
When I know what I want, and I think I found it

I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Super!

Zoe you know me and I'm on the right track
Gonna get out of here, never come back
Uh-uh!
Zoe you know me when I'm on the attack
Ain't no use in fighting back

I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Super!

When I'm low well I know who to call
When I think I'm bout to hit the wall
Zoe baby I know that you would never, never let me fall
Every time I turn around baby there you are
Just shining down on me like a blazing star
Yeah, that's what you are - you're a blazing star
That's what you are

Zoe, you're so Supernova!
Zoe, you're so Supernova!
Super!

Zoe you and me we've been hanging out now
Ever since we were kids, just kicking around
This town
Zoe you know me and I don't back down
When I know what I want, and I think I found it
I want you, be my girl
I want you, be my girl
Zoe, you're so Supernova!
Zoe, you're so Supernova!
Zoe, you're so Supernova!

Super!
Supernova!
Supernova!EmbedShare URLCopyEmbedCopy",6.2125,4.5825
homecoming,"Billboard, back road, meadow
Sunset through the trees
I can' t remember the faces I've seen
Low and mean
High rise, white light, shadows
Years in the air
I don' t recall all the why or the where, who was there
Show me feathers you've found
Glass in the ground
Comforting sound when the lights are down
Hillside flush with the sunrise
Springtime in the air
I can't remember a morning so fair
Not a care
Show me feathers you've found
Glass in the ground
Comforting sound when the lights are down
Birdsong tugging on my slumber
Open my eyes
Slowly I'm woken to find
A hand in mine
Show me feathers you've found
The glass in the ground
Comforting sound when the lights are down
Billboard, back road, meadow
Sunset through the trees
I can't recall all the faces I've seen
Low and mean
Birdsong tugging on my slumber
Open my eyes
Slowly I'm woken to find
A hand in mine
Show me feathers you found
Glass in the ground
Comforting sounds when the lights are down
X3EmbedShare URLCopyEmbedCopy",5.703428571428572,5.837285714285714
all along the watchtower,"""There must be some way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen, they drink my wine
Plowmen dig my earth
None of them along the line
Know what any of it is worth""

""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But you and I, we've been through that
And this is not our fate
So let us not talk falsely now
The hour is getting late""

All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too
Outside, in the distance
A wildcat did growl
Two riders were approaching
The wind began to howl",3.05,3.05
like a rolling stone,"Once upon a time you dressed so fine
Threw the bums a dime in your prime, didn't you?
People call, say ""Beware doll, you're bound to fall""
You thought they were all a-kiddin' you
You used to laugh about
Everybody that was hangin' out
Now you don't talk so loud
Now you don't seem so proud
About having to be scrounging your next meal

How does it feel?
How does it feel?
To be without a home?
Like a complete unknown?
Like a rolling stone?

Aw, you've gone to the finest school all right, Miss Lonely
But ya know ya only used to get juiced in it
Nobody's ever taught ya how to live out on the street
And now you’re gonna have to get used to it
You say you never compromise
With the mystery tramp, but now you realize
He's not selling any alibis
As you stare into the vacuum of his eyes
And say, “Do you want to make a deal?""

How does it feel?
How does it feel?
To be on your own
With no direction home
A complete unknown
Like a rolling stone?

Aw, you never turned around to see the frowns
On the jugglers and the clowns when they all did tricks for you
Never understood that it ain't no good
You shouldn't let other people get your kicks for you
You used to ride on a chrome horse with your diplomat
Who carried on his shoulder a Siamese cat
Ain't it hard when you discover that
He really wasn't where it's at
After he took from you everything he could steal?

How does it feel?
How does it feel?
To hang on your own
With no direction home
Like a complete unknown
Like a rolling stone?

Aw, princess on the steeple and all the pretty people
They're all drinkin', thinkin' that they got it made
Exchangin' all precious gifts
But you'd better take your diamond ring, ya better pawn it, babe
You used to be so amused
At Napoleon in rags and the language that he used
Go to him now, he calls ya, ya can't refuse
When ya ain't got nothin', you got nothin' to lose
You're invisible now, ya got no secrets to conceal

How does it feel?
Aw, how does it feel?
To be on your own
With no direction home
Like a complete unknown
Like a rolling stone?",6.216666666666667,4.366666666666667
make you feel my love,"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love

I know you haven’t made your mind up yet
But I would never do you wrong
I’ve known it from the moment that we met
No doubt in my mind where you belong

I’d go hungry, I’d go black and blue
I’d go crawling down the avenue
There’s nothing that I wouldn’t do
To make you feel my love

The storms are raging on the rolling sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
Nothing that I wouldn’t do
Go to the ends of the earth for you
To make you feel my love",6.575,3.015
hurricane,"Pistol shots ring out in the barroom night
Enter Patty Valentine from the upper hall
She sees the bartender in a pool of blood
Cries out, “My God, they killed them all!”

Here comes the story of the Hurricane
The man the authorities came to blame
For something that he never done
Put in a prison cell, but one time he could-a been
The champion of the world

Three bodies lyin' there
Does Patty see
And another man named Bello
Moving around mysteriously
“I didn’t do it,” he says
And he throws up his hands
“I was only robbin' the register
I hope you understand

I saw them leaving,” he says, and he stops
“One of us had better call up the cops”
And so Patty calls the cops
And they arrive on the scene
With their red lights flashin'
In the hot New Jersey night

Meanwhile, far away in another part of town
Rubin Carter and a couple of friends are drivin' around
Number one contender for the middleweight crown
Had no idea what kinda shit was about to go down

When a cop pulled him over to the side of the road
Just like the time before and the time before that
In Paterson that’s just the way things go
If you’re black
You might as well not show up on the street
Unless you want to draw the heat

Alfred Bello had a partner and he had a rap for the cops
Him and Arthur Dexter Bradley were just out prowling around
He said, “I saw two men running out
They looked like middleweights
They jumped into a white car with out-of-state plates”

And Miss Patty Valentine just nodded her head
Cop said, “Wait a minute, boys, this one’s not dead”
So they took him to the infirmary
And though this man could hardly see
They told him that he could identify the guilty men

Four in the morning and they haul Rubin in
They take him to the hospital and they brought him upstairs
The wounded man looks up through his one dying eye
Says, “Why did you bring him in here for?
He ain't the guy!”

Here’s the story of the Hurricane
The man the authorities came to blame
For something that he never done
Put in a prison cell, but one time he could-a been
The champion of the world

Four months later, the ghettos are in flame
Rubin’s in South America, fighting for his name
While Arthur Dexter Bradley’s still in the robbery game
And the cops are putting the screws to him
Lookin' for somebody to blame

“Remember that murder that happened in a bar?”
“Remember you said you saw the getaway car?”
“You think you’d like to play ball with the law?”
“Think it might-a been that fighter that you saw
Running that night?”
“Don’t forget that you are white”

Arthur Dexter Bradley said, “I’m really not sure”
The cops said, “A poor boy like you could use a break
We got you for the motel job
And we’re talking to your friend Bello
Now you don’t want to have to go back to jail
Be a nice fellow

You’ll be doing society a favor
That sonofabitch is brave and gettin' braver
We want to put his ass in stir
We want to pin this triple murder
On him
He ain’t no Gentleman Jim”

Rubin could take a man out with just one punch
But he never did like to talk about it all that much
""It’s my work"", he’d say, ""and I do it for pay
And when it’s over I’d just as soon go on my way""

Up to some paradise
Where the trout streams flow and the air is nice
And ride a horse along a trail
But then they took him to the jailhouse
Where they try to turn a man
Into a mouse

All of Rubin’s cards were marked in advance
The trial was a pig-circus
He never had a chance
The judge made Rubin’s witnesses
Drunkards from the slums
To the white folks who watched
He was a revolutionary bum

And to the black folks he was just a crazy nigger
No one doubted that he pulled the trigger
And though they could not produce the gun
The D.A. said he was the one
Who did the deed
And the all-white jury agreed

Rubin Carter was falsely tried
The crime was murder “one,”
Guess who testified?
Bello and Bradley and they both baldly lied
And the newspapers, they all went along for the ride

How can the life of such a man
Be in the palm of some fool’s hand?
To see him obviously framed
Couldn’t help but make me feel ashamed
To live in a land
Where justice is a game

Now all the criminals in their coats and their ties
Are free to drink Martinis
And watch the sun rise
While Rubin sits like Buddha
In a ten-foot cell
An innocent man in a living hell

Yes that’s the story of the Hurricane
But it won’t be over till they clear his name
And give him back the time he’s done
Put in a prison cell, but one time he could-a been
The champion of the world",5.2700000000000005,5.244
mr. tambourine man,"Hey Mr. Tambourine Man, play a song for me
I'm not sleepy and there is no place I'm going to
Hey Mr. Tambourine Man, play a song for me
In the jingle jangle mornin' I'll come followin' you

Though I know that evening's empire has returned into sand
Vanished from my hand
Left me blindly here to stand, but still not sleeping
My weariness amazes me, I am branded on my feet
I have no one to meet
And my ancient empty street's too dead for dreaming

Hey Mr. Tambourine Man, play a song for me
I'm not sleepy and there is no place I'm going to
Hey Mr. Tambourine Man, play a song for me
In the jingle jangle mornin' I'll come followin' you

Take me on a trip upon your magic swirlin' ship
My senses have been stripped, my hands can't feel to grip
My toes too numb to step, wait only for my boot heels
To be wandering
I'm ready to go anywhere, I'm ready for to fade
Into my own parade, cast your dancin' spell my way
I promise to go under it

Hey Mr. Tambourine Man, play a song for me
I'm not sleepy and there is no place I'm going to
Hey Mr. Tambourine Man, play a song for me
In the jingle jangle mornin' I'll come followin' you

Though you might hear laughing, spinning, swinging madly across the sun
It's not aimed at anyone, it's just escaping on the run
And but for the sky there are no fences facing
And if you hear vague traces of skipping reels of rhyme
To your tambourine in time, it's just a ragged clown behind
I wouldn't pay it any mind
It's just a shadow you're seeing that he's chasing

Hey Mr. Tambourine Man, play a song for me
I'm not sleepy and there is no place I'm going to
Hey Mr. Tambourine Man, play a song for me
In the jingle jangle mornin' I'll come followin' you

And take me disappearing through the smoke rings of my mind
Down the foggy ruins of time, far past the frozen leaves
The haunted, frightened trees, out to the windy beach
Far from the twisted reach of crazy sorrow
Yes, to dance beneath the diamond sky with one hand waving free
Silhouetted by the sea, circled by the circus sands
With all memory and fate driven deep beneath the waves
Let me forget about today until tomorrow

Hey Mr. Tambourine Man, play a song for me
I'm not sleepy and there is no place I'm going to
Hey Mr. Tambourine Man, play a song for me
In the jingle jangle mornin' I'll come followin' you",4.345714285714286,3.495714285714286
