,track,artist,genre,user_id,label,date
1680,Keep On Walking,El Presidente,rock,22,2,2021-06-23 01:53:10
1720,East To The West,Michael Franti,rock,22,3,2019-06-28 02:11:13
1757,Hardly Wait,Juliette Lewis,rock,22,1,2020-11-21 02:51:05
1771,Compulsion,Doves,rock,22,2,2020-11-07 01:09:55
1773,Ex Girlfriend,No Doubt,rock,22,3,2021-01-18 15:47:57
1776,sweet hallelujah,Hawksley Workman,rock,22,2,2020-04-07 14:33:31
1808,Tink Walks Amok,Frank Zappa,rock,22,3,2019-08-09 01:01:58
1840,The Way We Are,Ben Moody,rock,22,0,2019-02-17 15:20:50
1847,Inwards,Big Country,rock,22,0,2020-12-26 09:51:14
1853,Come Undone - UK Radio Edit,Robbie Williams,rock,22,3,2019-11-30 15:58:01
1862,"Casanova, Baby!",The Gaslight Anthem,rock,22,3,2021-12-14 09:11:32
1876,Ein Moment,Griffin L.O.G.,black metal,22,3,2018-07-25 05:05:08
1880,Lilac Wine,Elkie Brooks,rock,22,2,2018-03-20 05:21:53
1887,Jesus Forgive Me (For The Things I'm About To Say),Concrete Blonde,rock,22,0,2020-12-01 07:40:30
1894,Wonderbread Bodies,The Tubes,rock,22,0,2020-01-02 06:36:10
1926,Two For The Show,Trooper,rock,22,0,2021-10-27 07:58:24
1935,Друг,Zемфира,rock,22,0,2018-09-14 12:48:31
1940,Heaven Is Waiting,Lynch Mob,rock,22,1,2021-05-07 05:34:57
1945,It Means Nothing,Stereophonics,rock,22,2,2020-06-14 12:19:50
1960,42,Coldplay,rock,22,2,2018-06-23 07:43:15
1987,Through The Roof,Cud,rock,22,3,2019-05-13 20:30:33
2038,Isis Unveiled,...And You Will Know Us by the Trail of Dead,rock,22,3,2019-08-31 22:52:51
2040,Passion,Manboy,rock,22,0,2021-07-16 09:06:55
2053,Shu Qi Ni De Tou Fa,Arsenal,rock,22,3,2018-03-24 07:57:53
2062,Keys to the Kingdom,Linkin Park,rock,22,3,2018-08-02 06:07:00
2068,Rental Car,Beck,rock,22,3,2019-12-07 04:37:47
2078,Rosa Armee Fraktion,J.B.O.,rock,22,3,2020-03-01 17:45:04
2117,Lady With the Braid,Dory Previn,rock,22,1,2018-06-26 02:07:09
2128,Cinnamon Spider,Jack Off Jill,rock,22,1,2020-03-21 05:05:37
2129,Hurt Yourself,The October Country,rock,22,1,2020-06-10 11:31:26
2152,Nothing'severgonnastandinmyway,Wilco,rock,22,2,2019-10-31 13:21:44
2154,Ringing The Bell,The Reds,rock,22,3,2021-12-17 14:12:27
2155,Other Side of Town,John Prine,rock,22,2,2021-04-28 12:46:43
2191,"Meanwhile, Rick James...",Cake,rock,22,2,2020-10-09 15:05:21
2205,The Buford Stick (The Legend of Sheriff Buford Pusser),Drive-By Truckers,rock,22,0,2019-07-28 04:24:50
2206,Johnny Patricide,The October Country,rock,22,1,2022-01-01 18:57:59
2208,Real Love,The Twilight Singers,rock,22,2,2018-10-03 14:58:17
2209,Empty Stairs,Saybia,rock,22,0,2020-10-16 08:57:39
2229,Good Advices,R.E.M.,rock,22,3,2021-04-12 12:16:15
2237,Ready When You Are,Trapt,rock,22,2,2018-08-19 06:07:58
2242,Gone Too Far,Hundred Reasons,rock,22,1,2021-06-28 23:45:00
2252,On the Path of Wolf... Towards Dwarfhill,Blut aus Nord,black metal,22,3,2019-11-20 00:29:01
2264,I'm In Love With My Car (1991 Remix),Queen,rock,22,3,2020-03-09 18:47:53
2283,Apollo,Hum,rock,22,2,2018-01-17 01:20:10
2297,Spiral Down,Cowboy Junkies,rock,22,0,2018-01-07 10:39:42
2311,Boulevard Of Broken Dreams (Single/Album Version) [Explicit],Green Day,rock,22,0,2021-06-24 09:40:51
2319,Fragile,Poets of the Fall,rock,22,2,2021-11-10 18:14:15
2332,since i dont have you,Guns N' Roses,rock,22,3,2021-10-01 04:28:35
2343,Open Arms,Elbow,rock,22,0,2018-10-26 06:29:16
2347,Down On The Street (Remastered LP Version),The Stooges,rock,22,1,2019-12-17 16:54:58
2363,Country Comforts,Rod Stewart,rock,22,3,2020-02-24 00:40:57
2376,Eirik synger,Hamu(e)mon,rock,22,2,2021-08-22 10:30:38
2390,Человек Не Спал,Сплин,rock,22,2,2021-11-16 05:37:10
2391,Covered Earth,Mis-Taken,rock,22,3,2018-12-03 23:53:35
2398,The Poet and the Muse,Old Gods of Asgard,rock,22,0,2021-08-29 19:17:27
2432,Not The Life,Manboy,rock,22,1,2021-01-21 06:12:04
2440,Pimps of Gennesaret,Grand Belial's Key,black metal,22,1,2021-10-18 10:57:34
2443,So Real,Jeff Buckley,rock,22,3,2019-06-23 15:37:19
2445,Uważaj,Cool Kids Of Death,rock,22,3,2019-05-25 13:51:19
2456,If I Lose (outtake),The Band,rock,22,0,2018-12-17 14:38:05
2487,O! Nie rób tyle hałasu,Maanam,rock,22,3,2021-02-08 23:38:18
2493,Haunted House,Leon Redbone,rock,22,3,2020-07-22 05:21:42
2520,Goin Home,Dan Auerbach,rock,22,2,2020-03-02 15:41:30
2531,Mutineer,Warren Zevon,rock,22,0,2019-05-27 13:11:37
2538,Air of December,Edie Brickell and New Bohemians,rock,22,2,2021-01-26 14:57:55
2543,Surfing the Surface,Tim Christensen,rock,22,2,2021-03-28 05:13:11
2552,You Cant Stop Me,Guano Apes,rock,22,1,2019-11-28 18:39:46
2590,Feel It in Your Heart,Cold,rock,22,0,2020-08-25 04:09:50
2631,Hit the Ground,Zebrahead,rock,22,3,2021-11-26 19:06:41
2636,This is a Fight to Change the World,小林未郁,rock,22,3,2020-11-14 19:51:51
2658,Tom Waits,Anouk,rock,22,2,2019-08-30 07:29:05
2665,The Litter and the Leaves,Enter The Haggis,rock,22,1,2021-10-22 16:13:43
2670,Inside Out,Bryan Adams,rock,22,3,2020-11-07 10:41:47
2683,Don't Push The River,The Exies,rock,22,3,2020-08-20 02:14:38
2689,Beauty School Dropout,Less Than Jake,rock,22,3,2021-02-06 03:20:05
2733,Things to Do in Denver When You're Dead,Warren Zevon,rock,22,0,2019-12-24 04:43:25
2734,Fair Play,Van Morrison,rock,22,2,2021-04-13 11:58:20
2752,Your Glasses,Maria Mena,rock,22,3,2020-09-25 17:01:06
2755,We're Not Alone,Dinosaur Jr.,rock,22,2,2019-11-21 10:08:15
2756,Coral,Soda Stereo,rock,22,3,2021-04-21 04:26:19
2760,Penguin In Bondage,Frank Zappa,rock,22,0,2019-12-15 19:35:06
2764,Poor Doggie,Eagles of Death Metal,rock,22,3,2018-10-12 04:17:29
2765,Different (Acoustic Version),Robbie Williams,rock,22,3,2018-12-08 13:39:23
2779,Here Comes the Sun,Steve Harley,rock,22,3,2018-03-15 06:53:46
2780,"Jesus, I / Mary Star of the Sea",Zwan,rock,22,2,2022-01-05 08:12:43
2803,In Sex With You (Part 2),KATONE,rock,22,1,2019-06-13 09:27:49
2825,Teddy Boy,The Beatles,rock,22,3,2018-05-28 06:49:40
2831,Nie moge Ci wiele dac,Perfect,rock,22,2,2019-10-06 03:48:49
2840,Big Mouth Blues,Gram Parsons,rock,22,0,2019-09-17 00:36:52
2849,Wonderful Wino,Frank Zappa,rock,22,0,2019-12-08 11:26:25
2852,Wind Up Toy,Alice Cooper,rock,22,1,2020-07-07 17:09:52
2868,No Wonder,Neil Young,rock,22,2,2021-04-04 09:17:28
2893,State Of Emergency,Alien Ant Farm,rock,22,2,2021-12-05 11:02:57
2904,Step Into This Room And Dance For Me,Madrugada,rock,22,3,2018-05-26 20:59:01
2907,Completion In Science Of Agony (Pt. I Of II),Mayhem,black metal,22,0,2020-10-01 01:02:54
2917,Dirty Life & Times,Warren Zevon,rock,22,0,2018-01-29 20:05:08
2946,Beste Bill,Gorki,rock,22,2,2019-08-13 20:56:51
2950,Hazel,Bob Dylan,rock,22,2,2021-11-07 01:16:53
2955,Robot Man,The Aliens,rock,22,2,2019-05-08 11:35:41
2975,Hail,Anouk,rock,22,2,2019-02-15 21:18:40
2977,Rapture,Hurt,rock,22,3,2019-04-19 11:00:16
2978,Say My Name,Superchunk,rock,22,3,2020-12-06 15:06:47
2984,Barrel of a Gun,Guster,rock,22,3,2021-11-23 18:59:04
2986,Interaction,Paul Gilbert,rock,22,3,2020-09-07 00:59:18
2990,Midnight Creeper,Eagles of Death Metal,rock,22,3,2021-09-30 14:35:32
3010,Dancin' With Manson,Therapy?,rock,22,3,2019-03-11 03:57:50
3028,Miss Impossible,Poets of the Fall,rock,22,3,2020-06-07 08:35:01
3031,"Everything I Do, I Do It For You",Bryan Adams,rock,22,3,2018-06-10 02:10:32
3037,The Golden Way,David Sylvian,rock,22,2,2019-06-29 18:31:27
3052,Cajun Song,Gin Blossoms,rock,22,2,2019-12-27 01:12:39
3066,Bo Diddley's a Gunslinger / Bo Diddley,Warren Zevon,rock,22,0,2018-10-22 18:13:56
3086,Sea of Cortez,Green on Red,rock,22,3,2021-05-23 12:30:43
3097,Morda Dig Sjalv,Shining,black metal,22,0,2019-08-12 16:35:25
3098,Tightrope Walk,The Damned,rock,22,1,2021-12-25 07:05:37
3106,Good As You Think,Seven Wiser,rock,22,3,2019-11-20 16:00:48
3107,No Surprise,Ratt,rock,22,1,2021-05-09 20:06:41
3117,Karma Man,David Bowie,rock,22,3,2019-03-28 20:34:09
3128,River's Invitation,Joe Cocker,rock,22,0,2021-12-04 23:59:57
3142,Home Is Anywhere You Hang Your Head,Elvis Costello & The Attractions,rock,22,0,2020-03-24 06:59:13
3173,Supreme Immortal Art,Abigor,black metal,22,3,2018-09-16 22:16:13
3176,Más mejor,No Te Va Gustar,rock,22,3,2019-07-03 19:52:24
3179,A Song For Milly Michaelson,Thrice,rock,22,2,2019-11-26 03:34:11
3188,"Uh, Zoom Zip",Soul Coughing,rock,22,1,2018-03-18 13:26:12
3190,Blowjobs,GG Allin,black metal,22,1,2021-11-26 10:40:08
3212,For All The Fools,Destruction Junkie,rock,22,0,2019-04-27 18:04:36
3215,Under The Sun,Bowery Electric,rock,22,3,2019-12-01 11:49:32
3219,In Remote Part/Scottish Fiction,Idlewild,rock,22,2,2020-02-18 07:57:34
3232,Back Home (Album Version),Cold,rock,22,0,2020-02-01 21:35:17
3251,The Dangerous Kitchen,Frank Zappa,rock,22,3,2018-11-28 13:31:39
3257,Alimony,"""Weird Al"" Yankovic",rock,22,3,2021-02-24 11:26:26
3304,Big Wheels Roll,Mark Heard,rock,22,1,2021-03-29 12:24:01
3308,Smoldering in Exile,Angelcorpse,black metal,22,1,2019-12-22 12:28:32
3314,Crushing the Prolapsed Oviducts of Virtue,Leviathan,black metal,22,0,2021-12-27 03:47:41
3330,Last Chance,Vices I Admire,rock,22,3,2019-03-23 16:57:04
3397,21st Century Living,Matthew Good,rock,22,3,2019-09-19 11:41:05
3400,Du-te naibi,Tapinarii,rock,22,2,2018-01-02 01:51:08
3402,Little House,The Fray,rock,22,2,2021-02-25 23:56:05
3412,Blut Und Ehre,Demonic Christ,black metal,22,1,2019-06-10 07:19:00
3415,The End of the End,Paul McCartney,rock,22,3,2020-07-04 11:33:53
3428,This One's for Rock 'n' Roll,Hanoi Rocks,rock,22,1,2021-12-17 23:18:41
3431,If You Have Ghosts,Roky Erickson,rock,22,0,2019-05-26 21:29:12
3484,Mr. Tugboat Hello,Sophie B. Hawkins,rock,22,3,2018-05-18 22:51:48
3496,Shiver,Maroon 5,rock,22,3,2020-04-11 11:13:54
3503,Yummy Down On This,Bloodhound Gang,rock,22,3,2020-03-11 05:32:07
3504,ナルシス,BUCK-TICK,rock,22,3,2021-09-27 10:59:19
3528,Home Is In My Head,Anouk,rock,22,1,2019-12-06 14:15:37
3544,Veda Very Shining,Letters to Cleo,rock,22,2,2019-10-09 01:35:15
3562,Kill City Kills,Hanoi Rocks,rock,22,1,2020-04-30 05:48:27
3567,Love Is (LP Version),Alannah Myles,rock,22,0,2018-07-09 13:11:15
3584,Alligator,Foxboro Hot Tubs,rock,22,3,2019-04-26 03:07:48
3610,False Pretences,Marc Catley & The Flaming Methodists,rock,22,3,2018-03-10 12:13:20
3611,Valentine,Old 97's,rock,22,0,2018-04-07 16:10:21
3612,She's Not Here,Eskobar,rock,22,2,2018-11-11 16:47:29
3644,4am,Our Lady Peace,rock,22,2,2019-10-05 03:06:32
3652,Dig It,The Beatles,rock,22,3,2021-10-24 20:00:21
3656,Was It All Worth It,Queen,rock,22,0,2021-09-22 00:11:21
3664,Waltzinblack,The Stranglers,rock,22,1,2018-12-20 00:17:26
3671,Airport,Motors,rock,22,1,2019-12-30 07:30:04
3676,Out Of The Blue,Robert Wyatt,rock,22,0,2018-06-19 20:29:11
3695,Strange Currencies,R.E.M.,rock,22,2,2021-05-21 05:39:29
3706,Choose Your Masques,Hawkwind,rock,22,0,2021-12-24 12:13:21
3724,test song (feat. hypnotiXx),firinghuman,black metal,22,0,2018-09-18 05:42:55
3726,Illusion & Dream,Poets of the Fall,rock,22,0,2020-07-29 06:45:40
3740,"Trapped today, trapped tomorrow",Fury In The Slaughterhouse,rock,22,2,2018-12-10 10:35:30
3741,Limozine,RTX,rock,22,1,2020-09-10 03:33:42
3742,"It's Not A Fashion Statement,",My Chemical Romance,rock,22,2,2021-01-12 21:21:08
3758,What I Feel / Issues,R. Kelly,rock,22,0,2021-03-01 01:25:47
3761,Fatherland,Story One,rock,22,2,2018-05-03 23:23:39
3772,H.T,今堀恒雄,rock,22,3,2019-08-13 08:28:55
3775,Tikapuut taivaaseen,Leevi and the Leavings,rock,22,3,2019-08-16 06:38:07
3781,Pilgrim Soul,Feeder,rock,22,3,2019-07-17 08:23:00
3784,Beginnings,Memento,rock,22,0,2021-06-15 21:59:27
3786,Buck Rogers,Feeder,rock,22,2,2021-03-28 14:06:04
3799,The Magic Hour,dEUS,rock,22,2,2021-04-10 21:33:38
3806,Hold My Heart (Part One),Letter Kills,rock,22,3,2020-08-09 19:51:10
3811,Back in the Saddle,Someone Still Loves You Boris Yeltsin,rock,22,3,2018-05-12 15:02:03
3816,Getting Into the Jam,Electric Six,rock,22,3,2018-06-16 18:44:14
3836,When the Open Road is Closing In,The Magnetic Fields,rock,22,2,2021-10-26 00:39:26
3838,Look What You've Done,Jet,rock,22,2,2020-09-08 03:03:08
3845,Sir Patrick Spens (Bonus Track,Fairport Convention,rock,22,3,2021-03-29 00:37:23
3857,Bright Star,Inkubus Sukkubus,rock,22,3,2021-12-13 21:55:29
3865,Kick Out the Jams,Jeff Buckley,rock,22,1,2020-12-19 09:54:17
3876,Tender Surrender,Sam Micula,rock,22,0,2019-10-26 08:12:55
3899,C'mon People (We're Making It Now),Richard Ashcroft,rock,22,2,2020-02-02 20:49:44
3901,Sleep Song,Graham Nash,rock,22,2,2020-03-24 10:05:49
3910,Miss Alissa,Eagles of Death Metal,rock,22,3,2019-06-30 21:02:44
3944,I'm Losing You,John Lennon & Yoko Ono,rock,22,3,2020-06-05 22:35:27
3956,When I First Kissed You,Extreme,rock,22,2,2019-04-17 05:47:03
3958,My Loneliness,Los Lonely Boys,rock,22,2,2020-12-23 05:36:07
3974,Fredag,Dungen,rock,22,3,2019-07-06 22:56:44
3978,What a Life,Juliana Hatfield,rock,22,0,2019-08-26 20:22:20
3980,Tragic Kingdom,No Doubt,rock,22,3,2018-05-04 03:11:49
3983,Will You Smile Again?,...And You Will Know Us by the Trail of Dead,rock,22,3,2018-01-02 00:32:14
4011,Wild Country,Chris Whitley,rock,22,0,2020-07-10 14:29:40
4041,Forget and Not Slow Down,Relient K,rock,22,0,2021-10-28 19:54:06
4050,Jackie Collins Existential Question Time,Manic Street Preachers,rock,22,0,2018-11-09 15:43:53
4060,Cans,Mico de Noche,rock,22,1,2021-10-08 19:00:31
4061,Crimson And Clover,Joan Jett & The Blackhearts,rock,22,3,2020-02-29 08:17:25
4063,Rockin' The Suburbs,Ben Folds,rock,22,3,2019-07-13 07:53:04
4073,Lilac Wine,Jeff Buckley,rock,22,2,2019-12-12 15:45:59
4087,Questa è la mia vita,Luciano Ligabue,rock,22,3,2019-08-21 18:59:03
4088,まばたき,フジファブリック,rock,22,2,2019-02-15 04:28:22
4092,Highway to Hell,Nashville Pussy,rock,22,1,2019-11-01 13:06:21
4098,Kiss My Love Goodbye,L.A. Guns,rock,22,1,2018-04-06 15:42:33
4100,Пластиночка,Мультfильмы,rock,22,1,2018-07-07 17:03:25
4104,Rest In Pieces,Saliva,rock,22,2,2019-09-12 17:47:17
4110,Let Her Cry,Hootie & The Blowfish,rock,22,2,2021-10-28 15:23:39
4118,The Center of Your Heart,Swans,rock,22,2,2018-05-24 17:00:17
4151,Cumdumpster,Jack Off Jill,rock,22,3,2021-04-16 11:34:31
4160,Let Him Dangle,Elvis Costello,rock,22,2,2021-06-07 03:40:34
4172,Irresponsible Woman,Mary Prankster,rock,22,0,2019-09-28 01:51:29
4220,Every Sunday,Smile Empty Soul,rock,22,1,2020-03-26 22:18:26
4257,Shade of Blue,Black Rebel Motorcycle Club,rock,22,0,2018-06-04 11:01:05
4264,Dead Radio,Rowland S. Howard,rock,22,2,2020-10-21 22:09:07
4268,The Breakup Song,Greg Kihn Band,rock,22,0,2020-02-15 12:55:11
4294,A Design for Life,Manic Street Preachers,rock,22,3,2021-03-19 22:20:11
4302,Deep In the Dark Where I Lay In Wait,Basilisk,black metal,22,0,2018-09-12 15:13:03
4316,Want You Bad,Eve's Plum,rock,22,3,2020-04-21 10:58:54
4327,The Chemical Beetween Us,Bush,rock,22,0,2021-12-05 19:09:56
4334,Shine,Pillar,rock,22,3,2018-05-07 15:53:09
4336,One of our fruit machines is missing,Nik Kershaw,rock,22,1,2020-04-02 11:15:23
4357,Brave New World,Richard Ashcroft,rock,22,2,2020-02-22 03:06:17
4371,Outside,Staind,rock,22,0,2021-11-14 19:55:22
4403,Hammering in My Head,Garbage,rock,22,3,2021-12-18 17:39:47
4453,Lie To Me,Chris Isaak,rock,22,2,2019-10-18 00:33:23
4521,玉葱のハッピーソング,椎名林檎,rock,22,2,2020-08-01 00:49:52
4529,Satellite Skin,Modest Mouse,rock,22,3,2020-09-20 03:30:43
4534,Soul to Squeeze,Red Hot Chili Peppers,rock,22,2,2020-11-27 16:57:00
4536,Worthless,Doomriders,rock,22,1,2018-02-27 06:09:23
4549,Nobody's Home,Shotgun Messiah,rock,22,1,2021-06-08 12:58:20
4554,Bears,Pete and the Pirates,rock,22,2,2018-03-04 12:25:12
4561,Et Tu,Siddharta,rock,22,3,2020-04-02 09:10:20
4581,You're No Fun,The Tubes,rock,22,0,2021-04-25 01:10:30
4644,Higher,The Cardigans,rock,22,2,2018-02-10 21:04:30
4657,The Air,Frank Zappa,rock,22,0,2020-09-30 03:47:55
4696,You And Me feat. Lilja Bloom,Parov Stelar,rock,22,2,2020-03-19 22:20:48
4698,Where Were You When I Needed You,Herman's Hermits,rock,22,3,2021-02-12 20:15:01
4706,Marionette,Slik Toxik,rock,22,1,2020-03-09 12:43:31
4707,The Way Young Lovers Do,Jeff Buckley,rock,22,0,2021-01-26 20:19:17
4730,Stuck,The Heavy,rock,22,2,2018-01-08 10:34:43
4786,Klus Mitroh,Hey,rock,22,0,2018-03-05 12:52:21
4787,Fragments,Vertical Horizon,rock,22,2,2019-11-21 15:02:32
4799,Separate,Sevendust,rock,22,3,2019-05-20 22:24:08
4822,Keep Your Distance,"Thompson, Richard",rock,22,3,2020-10-06 11:45:22
4853,Its Alright Tonight,The MODStreets,rock,22,3,2020-04-24 15:34:40
4855,El Azteca,Man Man,rock,22,2,2018-01-13 08:53:19
4860,Trinity,Davy Vain,rock,22,1,2018-03-14 15:38:57
4861,The Lord Loves the One (That Loves the Lord),George Harrison,rock,22,3,2018-06-22 10:41:31
4863,Debbie,Architecture in Helsinki,rock,22,2,2018-02-08 10:32:33
4865,Mope (The Pet Shop Boys Remix),Bloodhound Gang,rock,22,3,2018-10-19 22:15:08
4869,Nobodys Home,Avril Lavigne,rock,22,0,2018-02-27 04:08:54
4905,Halley's Waitress,Fountains of Wayne,rock,22,2,2019-04-27 15:17:40
4911,Valehtelijat,Kauko Röyhkä,rock,22,2,2021-03-17 13:48:47
4917,"Life, in a Nutshell",Barenaked Ladies,rock,22,3,2018-03-21 14:29:29
4930,Мария,Маша и Медведи,rock,22,2,2020-10-09 08:34:13
4949,"Pro-Abortion, Anti-Christ",Swallowing Shit,black metal,22,1,2021-05-15 00:43:06
4952,Relative Surplus Value,The Weakerthans,rock,22,3,2021-01-21 04:23:14
4954,None But The Brave,Bruce Springsteen,rock,22,2,2020-10-28 11:54:19
4972,I'm Sailin,Mazzy Star,rock,22,2,2019-08-01 11:49:46
4980,Ink Pot,Shocking Blue,rock,22,0,2018-03-21 21:04:44
4995,London Rain,Heather Nova,rock,22,2,2020-04-17 02:18:48
5016,Prolog,Lik,black metal,22,0,2020-07-08 19:43:15
5053,I'm Not Working,Manic Street Preachers,rock,22,2,2020-06-17 19:36:22
5068,Moses,Coldplay,rock,22,3,2021-04-18 05:36:48
5069,Great Gig in the Sky,Pink Floyd,rock,22,3,2019-01-22 11:28:25
5075,Why Bother,Weezer,rock,22,3,2021-10-07 05:46:05
5076,She Bathed Herself In A Bath Of Bleach,Manic Street Preachers,rock,22,3,2019-08-24 12:42:03
5079,Anthem For Tonight,Halifax,rock,22,2,2021-11-28 15:02:50
5097,Silent Cry,Feeder,rock,22,3,2021-09-23 05:23:03
5101,You Really Wake Up The Love In Me,The Duke Spirit,rock,22,3,2018-02-19 12:39:05
5186,Brothers In Arms (live),Dire Straits,rock,22,0,2021-11-27 10:15:34
5229,We're So Starving,Panic! at the Disco,rock,22,3,2019-11-06 04:28:19
5238,Fess,Bulletboys,rock,22,1,2018-12-12 03:49:08
5266,Let Me Tell You Something,Sophia Ramos,rock,22,1,2021-03-29 12:59:19
5274,Epiphany,Staind,rock,22,0,2021-07-23 21:11:06
5284,The Envoy,Warren Zevon,rock,22,0,2020-08-14 11:13:45
5321,Bad Man,The Coral,rock,22,2,2021-12-26 05:17:51
5327,Where Only I Could Go,The Muffs,rock,22,0,2018-09-28 01:56:42
5351,Devil Woman,Hanoi Rocks,rock,22,1,2018-01-29 13:22:10
5356,I Was Hoping (Live/Unplugged Version),Alanis Morissette,rock,22,2,2021-10-16 11:31:45
5357,Sleep Is the Enemy,Danko Jones,rock,22,3,2019-02-23 13:52:22
5368,Enid,Barenaked Ladies,rock,22,2,2021-06-03 08:46:46
5369,Bubbles,Ian Brown,rock,22,2,2018-07-02 21:12:47
5382,Hold on Magnolia,Songs: Ohia,rock,22,2,2020-09-16 11:14:17
5398,Goodby Mass,Lou Reed,rock,22,0,2020-09-21 01:37:50
5400,Intro,The Society of Invisibles,rock,22,1,2018-12-21 11:10:33
5416,Soul Happy Hour,The Jazz Butcher,rock,22,3,2019-10-18 15:56:01
5417,You Can Take It With You,The Lemonheads,rock,22,3,2020-03-19 06:41:36
5419,Kupit on kuin olisi häät,Absoluuttinen nollapiste,rock,22,3,2018-09-19 04:01:21
5435,So Desperate,The Mountain Goats,rock,22,2,2018-07-18 10:38:29
5479,es besitzt dich,RABENSUMPF,black metal,22,1,2019-06-17 05:24:30
5507,Jack's Shadow,Nick Cave and the Bad Seeds,rock,22,1,2021-03-09 01:26:21
5520,Whisper,Vain,rock,22,1,2018-12-06 10:31:30
5532,Brian and Robert,Phish,rock,22,2,2019-11-12 23:03:05
5588,The Restless Consumer,Neil Young,rock,22,1,2020-11-06 22:48:53
5604,Born at the Right Time,Paul Simon,rock,22,2,2018-06-14 15:28:30
5616,Rock Show,Halestorm,rock,22,3,2021-01-18 06:19:02
5617,Bloodfeast,Alaska,rock,22,1,2020-06-05 06:09:38
5625,Dit Is Mijn Huis,De Mens,rock,22,2,2021-07-20 07:28:35
5629,Rock N Roll Nigger,Marilyn Manson,rock,22,3,2021-01-31 12:05:08
5630,Falling In Love Again,Robert Plant,rock,22,2,2022-01-08 00:00:39
5656,Don't Eat The Yellow Snow (Sin,Frank Zappa,rock,22,3,2020-04-09 01:40:17
5692,Out There,Sister Hazel,rock,22,2,2020-08-02 15:02:51
5697,I Found A Reason,The Velvet Underground,rock,22,2,2018-06-20 01:07:50
5698,Nevermore,The Home Guard,rock,22,2,2020-06-10 11:59:41
5701,Birds of a Feather,Phish,rock,22,2,2018-01-13 12:29:10
5703,Mindspin,311,rock,22,3,2019-05-02 02:15:29
5710,ダンデライオン,BUMP OF CHICKEN,rock,22,0,2021-09-27 17:53:24
5720,Take Mine Down,Chooglin',rock,22,3,2018-07-21 08:41:47
5721,Crawler,Spangle call Lilli line,rock,22,0,2019-03-07 16:42:34
5730,I'll Be Waiting,Lenny Kravitz,rock,22,3,2019-05-02 07:24:57
5732,(Argument With David Rawlings Concerning Morrissey),Ryan Adams,rock,22,3,2021-02-01 03:30:49
5740,Facing Page: Top Left,Manic Street Preachers,rock,22,3,2020-08-26 20:50:28
5780,Lookin' For a Leader,Neil Young,rock,22,1,2019-05-05 00:21:25
5800,Warrior King,Lou Reed,rock,22,0,2020-06-08 18:07:42
5829,Run,Silverbullit,rock,22,3,2018-05-02 16:55:08
5861,Hate This & I'll Love You,Muse,rock,22,0,2021-01-08 09:16:32
5885,You,Orbiter,rock,22,2,2018-06-17 15:07:31
5902,Twitch,Bif Naked,rock,22,3,2021-06-06 03:51:40
5909,Looking for the Next Best Thing,Warren Zevon,rock,22,0,2019-02-03 17:58:55
5915,Note To Self: Don't Die,Ryan Adams,rock,22,2,2020-09-22 09:02:27
5918,Better Days,Goo Goo Dolls,rock,22,2,2019-11-28 19:11:37
5934,The Wonder Of You,Elvis Presley,rock,22,2,2018-10-02 07:45:33
5940,I Just Wasn't Made For These Times [Stereo],The Beach Boys,rock,22,0,2021-05-21 06:56:14
5954,"Come Out (Come Down, Fade Out, Be Gone)",120 Days,rock,22,3,2019-03-18 07:01:07
5967,Narcoleptic,Placebo,rock,22,0,2018-03-18 17:42:57
5974,Effortlessly (Live Version),Sister Hazel,rock,22,2,2021-06-14 14:12:25
5978,Werewolves Of London (Alternate Version),Warren Zevon,rock,22,0,2021-07-06 04:49:15
5980,I Ran Away,Coldplay,rock,22,3,2018-01-03 14:17:01
6011,Love Is The Drug [Long Version],Grace Jones,rock,22,3,2018-10-16 02:13:23
6029,Zucker II,Rosenstolz,rock,22,3,2019-03-08 22:45:07
6031,Live Like We're Dying,The Script,rock,22,3,2019-05-08 14:30:53
6036,Tomorrow Is a Long Time,Elvis Presley,rock,22,0,2020-05-26 07:39:58
6046,Oddfellows Local 151,R.E.M.,rock,22,0,2021-06-26 06:49:01
6051,Are You Passionate?,Neil Young,rock,22,0,2018-11-18 03:51:27
6075,Jolene,The White Stripes,rock,22,0,2018-11-29 07:37:15
6108,City Love,John Mayer,rock,22,2,2018-09-21 00:40:57
6145,Helpless,Neil Young,rock,22,0,2019-10-05 11:40:17
6158,The Hanging Garden (Album Version),AFI,rock,22,3,2020-09-21 21:21:05
6162,Slo Mo Balloon (featuring Fleming McWilliams & Charlie Hunter),Keller Williams,rock,22,3,2019-04-03 03:26:25
6163,Blitzkrieg Loveshock,Backyard Babies,rock,22,1,2021-05-26 07:34:34
6220,The Lightning Strike: (i) What If This Storm Ends? / (ii) The Sunlight Through The Flags / (iii) Daybreak,Snow Patrol,rock,22,3,2021-07-20 01:35:18
6223,Utilities,The Weakerthans,rock,22,2,2018-12-30 02:17:24
6231,White Palms,Black Rebel Motorcycle Club,rock,22,2,2018-09-28 16:02:50
6239,Tides Of Oneiric Darkness,Akhlys,black metal,22,3,2018-05-11 20:22:18
6246,On My Own,Hedley,rock,22,3,2019-10-13 03:54:35
6250,Carry Home (Album),Mark Lanegan,rock,22,0,2018-10-11 21:32:54
6267,Friday Night,The Darkness,rock,22,3,2020-10-25 17:59:54
6289,The Second You Sleep,Saybia,rock,22,2,2021-02-21 21:21:43
